RMSE,MAE,MAPE,Model,Column
758306.0168282458,619476.3355699985,34.012431414904334,arima,Unemployed level
395363.2863830425,325322.7315408973,3.7724717436661797,arima,Economically inactive level
1.0849319703638216,0.812602372259725,1.0582987382688045,arima,Economic activity rate
2.724349200086978,2.219572728631289,3.1379098002394175,arima,Employment rate
2.721568421268746,2.2090001174690848,33.567538678828086,arima,Unemployment rate
1.0843295761786556,0.8140115817504793,3.5212771469578588,arima,Economic inactivity rate
756467.4097842688,664766.6637090079,1.7765592427367232,sarima,All aged 16 to 64 level
735808.637172985,655031.8679928705,2.292294863070346,sarima,Total economically active level
1056423.8175111823,866127.5443891693,3.282842676935892,sarima,Total in employment level
758867.1743906847,619377.5574615988,33.977365135117886,sarima,Unemployed level
359915.5393284405,297842.20325710764,3.456581492191687,sarima,Economically inactive level
1.0780452012334294,0.8073175868860295,1.0516424666930686,sarima,Economic activity rate
2.698526821933529,2.1452809594625526,3.0391748290733815,sarima,Employment rate
2.749068506778096,2.2704813250177054,34.93694419875177,sarima,Unemployment rate
1.0777855979464803,0.8083813340229081,3.494070850232788,sarima,Economic inactivity rate
960851.2097413918,868842.7076760747,2.311530495552528,holt_winters,All aged 16 to 64 level
883751.0486840083,781412.1532065371,2.740135796512899,holt_winters,Total economically active level
1201793.9887065815,984186.1108860541,3.7170781175483842,holt_winters,Total in employment level
802705.6146506772,677828.5902614521,38.14790881284121,holt_winters,Unemployed level
463406.1278345979,379842.21819991263,4.372086629369111,holt_winters,Economically inactive level
1.1292618349651957,0.8478903654268318,1.1036075131278342,holt_winters,Economic activity rate
2.701607636760203,2.1492986374440646,3.0448106187293833,holt_winters,Employment rate
2.7805634066950775,2.314208597944196,35.960669169414835,holt_winters,Unemployment rate
1.1266683905156056,0.8472323642936761,3.6711730667813316,holt_winters,Economic inactivity rate
925634.1540382877,820172.8332961237,2.195865871873993,xgboost,All aged 16 to 64 level
882057.6332581644,780750.5308346385,2.737670524544441,xgboost,Total economically active level
1187978.8595872587,952155.8150140882,3.6140174268582586,xgboost,Total in employment level
757149.4981366211,615070.2186852768,33.76577386975652,xgboost,Unemployed level
400990.13871875586,331715.4644025654,3.8439877124643327,xgboost,Economically inactive level
1.0384575816907484,0.7531945917420946,0.9824148904220947,xgboost,Economic activity rate
2.6925911873370985,2.149301134618166,3.04431497351106,xgboost,Employment rate
2.7174855897863623,2.1869213680677464,33.0814310527482,xgboost,Unemployment rate
1.0407828023211314,0.7572974934468474,3.2602522959140505,xgboost,Economic inactivity rate
37693549.010361694,37594916.234139085,99.9999933033765,lstm,All aged 16 to 64 level
28996583.134153042,28895513.502269976,99.99999062815498,lstm,Total economically active level
27076456.697754215,26954828.257273126,99.99998923287208,lstm,Total in employment level
2043127.5877442197,1940677.3044333677,99.99982383624382,lstm,Unemployed level
8708738.574266154,8699364.91451523,99.99996247265759,lstm,Economically inactive level
72.68556212771092,72.67799872119215,94.6300895599964,lstm,Economic activity rate
66.8276299799774,66.78650627522305,93.26084687660983,lstm,Employment rate
2.7490802939267973,1.9997854228813978,25.618413831812504,lstm,Unemployment rate
17.212504870563368,17.180604573582087,74.00498021013324,lstm,Economic inactivity rate
