Start Date,Prediction,Actual
1971-01-01,8699368.172067948,8373000.0
1971-02-01,8373875.67505156,8393000.0
1971-03-01,8399333.330874417,8390000.0
1971-04-01,8391047.16993935,8377000.0
1971-05-01,8373402.990447913,8380000.0
1971-06-01,8381781.000396285,8406000.0
1971-07-01,8414646.350362029,8440000.0
1971-08-01,8450439.014605109,8467000.0
1971-09-01,8474880.324674664,8479000.0
1971-10-01,8482589.597642118,8459000.0
1971-11-01,8454202.148236811,8436000.0
1971-12-01,8429671.90101281,8394000.0
1972-01-01,8384489.396923435,8346000.0
1972-02-01,8333724.040245144,8310000.0
1972-03-01,8301780.32419619,8309000.0
1972-04-01,8310540.764745819,8329000.0
1972-05-01,8336704.272958717,8352000.0
1972-06-01,8359520.642078213,8357000.0
1972-07-01,8359373.444467433,8341000.0
1972-08-01,8337325.177024473,8325000.0
1972-09-01,8321452.600716568,8303000.0
1972-10-01,8298936.687060871,8288000.0
1972-11-01,8285067.132459908,8255000.0
1972-12-01,8248290.980778519,8218000.0
1973-01-01,8208974.1571071325,8167000.0
1973-02-01,8155570.203404652,8133000.0
1973-03-01,8125320.253978532,8123000.0
1973-04-01,8123151.8910215385,8136000.0
1973-05-01,8141970.657994519,8163000.0
1973-06-01,8172416.627526572,8185000.0
1973-07-01,8192834.904665146,8198000.0
1973-08-01,8202734.19142019,8207000.0
1973-09-01,8210780.932825258,8209000.0
1973-10-01,8211214.3568579275,8218000.0
1973-11-01,8221683.547824467,8222000.0
1973-12-01,8225116.7042138195,8217000.0
1974-01-01,8216994.803641476,8206000.0
1974-02-01,8204472.704952218,8201000.0
1974-03-01,8201252.511701991,8200000.0
1974-04-01,8201751.26123832,8187000.0
1974-05-01,8185409.533906281,8169000.0
1974-06-01,8165457.370780738,8134000.0
1974-07-01,8126795.5272538075,8115000.0
1974-08-01,8111202.215148581,8102000.0
1974-09-01,8101554.77137353,8106000.0
1974-10-01,8108929.21317176,8115000.0
1974-11-01,8119939.775587172,8128000.0
1974-12-01,8133305.200809604,8137000.0
1975-01-01,8141380.676988608,8136000.0
1975-02-01,8137473.6006167205,8137000.0
1975-03-01,8138772.1715820115,8118000.0
1975-04-01,8115336.174612488,8097000.0
1975-05-01,8092549.6877646055,8077000.0
1975-06-01,8074086.517192034,8061000.0
1975-07-01,8059001.542255827,8060000.0
1975-08-01,8061915.955923316,8051000.0
