Start Date,Prediction,Actual
1971-07-01,62.99548386296809,62.9
1971-08-01,62.90001890519585,62.8
1971-09-01,62.81345635889354,62.8
1971-10-01,62.798705756346344,62.8
1971-11-01,62.80000142283672,62.8
1971-12-01,62.8106600683055,62.9
1972-01-01,62.89696994494875,63.0
1972-02-01,62.998946361403846,63.1
1972-03-01,63.10304144315909,63.1
1972-04-01,63.090233133050766,63.0
1972-05-01,62.98842135099622,63.0
1972-06-01,62.993227773737225,63.0
1972-07-01,62.995483861448896,63.0
1972-08-01,63.00001890364729,63.0
1972-09-01,63.01345635851897,63.0
1972-10-01,62.99870575653644,63.1
1972-11-01,63.10000142132992,63.2
1972-12-01,63.21066006796676,63.3
1973-01-01,63.29696994512518,63.4
1973-02-01,63.39894636137837,63.5
1973-03-01,63.5030414418176,63.5
1973-04-01,63.49023313192712,63.4
1973-05-01,63.38842135230828,63.4
1973-06-01,63.393227773675285,63.3
1973-07-01,63.29548386290994,63.2
1973-08-01,63.20001890507897,63.2
1973-09-01,63.2134563583458,63.2
1973-10-01,63.19870575801525,63.2
1973-11-01,63.20000142280334,63.1
1973-12-01,63.11066007080962,63.1
1974-01-01,63.09696994679173,63.1
1974-02-01,63.09894636284302,63.1
1974-03-01,63.10304144196624,63.1
1974-04-01,63.09023313080346,63.2
1974-05-01,63.18842135064012,63.2
1974-06-01,63.19322777232463,63.3
1974-07-01,63.295483859900635,63.3
1974-08-01,63.30001890481911,63.3
1974-09-01,63.31345635817262,63.3
1974-10-01,63.298705758205344,63.3
1974-11-01,63.30000142149791,63.2
1974-12-01,63.21066007196098,63.2
1975-01-01,63.19696994696816,63.2
1975-02-01,63.19894636281756,63.2
1975-03-01,63.20304144191346,63.2
1975-04-01,63.19023313225724,63.2
1975-05-01,63.188421350864864,63.3
1975-06-01,63.29322777206128,63.3
1975-07-01,63.295483860072956,63.3
1975-08-01,63.30001890476067,63.3
1975-09-01,63.31345635799945,63.3
1975-10-01,63.298705758395435,63.3
1975-11-01,63.3000014201925,63.3
1975-12-01,63.310660071622216,63.3
1976-01-01,63.296969947144575,63.2
1976-02-01,63.1989463642822,63.2
1976-03-01,63.20304144186069,63.2
1976-04-01,63.190233132422314,63.2
1976-05-01,63.18842135217693,63.1
1976-06-01,63.09322777369086,63.1
1976-07-01,63.095483860043885,63.1
1976-08-01,63.10001890470224,63.1
1976-09-01,63.11345635782629,63.0
1976-10-01,62.998705760075644,63.0
1976-11-01,63.00000142017581,63.0
1976-12-01,63.01066007148486,63.0
1977-01-01,62.99696994603229,63.0
1977-02-01,62.99894636405532,62.9
1977-03-01,62.90304144329802,62.9
1977-04-01,62.89023313258737,62.9
1977-05-01,62.88842135091156,62.9
1977-06-01,62.89322777342752,62.9
1977-07-01,62.89548386001481,62.9
1977-08-01,62.90001890464379,62.9
1977-09-01,62.91345635636439,62.9
1977-10-01,62.89870576006434,62.8
1977-11-01,62.80000142164923,62.8
1977-12-01,62.81066007134749,62.8
1978-01-01,62.796969946208705,62.8
1978-02-01,62.798946362741134,62.7
1978-03-01,62.70304144453398,62.7
1978-04-01,62.69023313275243,62.7
1978-05-01,62.68842135093491,62.7
1978-06-01,62.693227773365585,62.7
1978-07-01,62.69548385998574,62.7
1978-08-01,62.70001890458535,62.7
1978-09-01,62.71345635619123,62.7
1978-10-01,62.698705758965716,62.8
1978-11-01,62.80000141994101,62.8
1978-12-01,62.81066007121013,62.8
1979-01-01,62.79696994638514,62.8
1979-02-01,62.79894636142695,62.7
1979-03-01,62.70304144576991,62.7
1979-04-01,62.69023313291749,62.7
1979-05-01,62.68842135095826,62.8
1979-06-01,62.79322777181352,62.8
1979-07-01,62.79548385995666,62.8
1979-08-01,62.800018904526894,62.9
1979-09-01,62.913456354527945,62.9
1979-10-01,62.89870576044453,62.9
1979-11-01,62.90000142012572,62.9
1979-12-01,62.910660071072776,62.9
1980-01-01,62.89696994656157,62.9
1980-02-01,62.89894636011277,62.9
1980-03-01,62.90304144551573,63.0
1980-04-01,62.99023313159245,63.0
1980-05-01,62.98842135227032,63.0
1980-06-01,62.99322777195298,63.0
1980-07-01,62.99548385992759,63.0
1980-08-01,63.00001890575717,63.0
1980-09-01,63.01345635455617,63.0
1980-10-01,62.99870576063462,63.1
1980-11-01,63.10000141861891,63.0
1980-12-01,63.01066007242553,63.0
1981-01-01,62.99696994673799,63.0
1981-02-01,62.998946360087295,63.0
1981-03-01,63.00304144675167,63.0
1981-04-01,62.9902331319589,63.0
1981-05-01,62.98842135229367,62.9
1981-06-01,62.89322777338115,62.8
1981-07-01,62.795483861388625,62.8
1981-08-01,62.80001890569873,62.7
