Start Date,Prediction,Actual
1971-01-01,2.102870322939102,33559000.0
1971-02-01,2.1786082763820587,33565000.0
1971-03-01,2.3081472386945614,33570000.0
1971-04-01,2.4263573014009685,33576000.0
1971-05-01,2.5024293998055605,33581000.0
1971-06-01,2.543830979714238,33586000.0
1971-07-01,2.560649237629459,33589000.0
1971-08-01,2.5627748685607465,33591000.0
1971-09-01,2.5577520088061765,33594000.0
1971-10-01,2.5501305000042875,33596000.0
1971-11-01,2.5422117081078244,33598000.0
1971-12-01,2.534997975701903,33601000.0
1972-01-01,2.528834729653495,33603000.0
1972-02-01,2.523759190072615,33606000.0
1972-03-01,2.5196754270430195,33608000.0
1972-04-01,2.516440250597091,33611000.0
1972-05-01,2.5139044478165666,33613000.0
1972-06-01,2.511931327942945,33616000.0
1972-07-01,2.510403637989279,33620000.0
1972-08-01,2.5092246553161943,33624000.0
1972-09-01,2.5083165764892876,33628000.0
1972-10-01,2.507617865465471,33632000.0
1972-11-01,2.5070804121038837,33636000.0
1972-12-01,2.5066669005757576,33640000.0
1973-01-01,2.5063485432789743,33644000.0
1973-02-01,2.5061032107377,33648000.0
1973-03-01,2.5059139293343677,33652000.0
1973-04-01,2.505767695902873,33656000.0
1973-05-01,2.5056545536352988,33659000.0
1973-06-01,2.505566877661793,33663000.0
1973-07-01,2.505498825848609,33666000.0
1973-08-01,2.505445918195978,33668000.0
1973-09-01,2.50540471549491,33670000.0
1973-10-01,2.505372574157447,33673000.0
1973-11-01,2.505347459279456,33675000.0
1973-12-01,2.505327802110767,33677000.0
1974-01-01,2.50531239134061,33680000.0
1974-02-01,2.505300290115034,33682000.0
1974-03-01,2.5052907726331344,33684000.0
1974-04-01,2.505283275645264,33686000.0
1974-05-01,2.5052773613011667,33689000.0
1974-06-01,2.505272688650744,33691000.0
1974-07-01,2.505268991748645,33696000.0
1974-08-01,2.505266062805491,33702000.0
1974-09-01,2.5052637392011836,33707000.0
1974-10-01,2.505261893458217,33712000.0
1974-11-01,2.505260425487156,33717000.0
1974-12-01,2.505259256579148,33723000.0
1975-01-01,2.5052583247438873,33728000.0
1975-02-01,2.5052575810855333,33733000.0
1975-03-01,2.505256986980707,33739000.0
1975-04-01,2.5052565118773558,33744000.0
1975-05-01,2.505256131575037,33749000.0
1975-06-01,2.5052558268791287,33753000.0
1975-07-01,2.5052555825459613,33764000.0
1975-08-01,2.5052553864546794,33774000.0
1975-09-01,2.5052552289560945,33785000.0
1975-10-01,2.5052551023599228,33796000.0
1975-11-01,2.5052550005304126,33806000.0
1975-12-01,2.50525491856698,33817000.0
1976-01-01,2.5052548525516394,33828000.0
1976-02-01,2.5052547993489838,33838000.0
1976-03-01,2.505254756447575,33849000.0
1976-04-01,2.505254721834014,33860000.0
1976-05-01,2.5052546938928306,33871000.0
1976-06-01,2.5052546713268105,33880000.0
1976-07-01,2.5052546530935094,33894000.0
1976-08-01,2.505254638354619,33907000.0
1976-09-01,2.5052546264355295,33921000.0
1976-10-01,2.505254616793018,33935000.0
1976-11-01,2.5052546089893855,33949000.0
1976-12-01,2.5052546026717577,33963000.0
1977-01-01,2.5052545975554876,33976000.0
1977-02-01,2.5052545934108443,33990000.0
1977-03-01,2.5052545900523273,34004000.0
1977-04-01,2.50525458733008,34018000.0
1977-05-01,2.5052545851229873,34032000.0
1977-06-01,2.5052545833331235,34042000.0
1977-07-01,2.5052545818812786,34057000.0
1977-08-01,2.50525458070336,34071000.0
1977-09-01,2.5052545797474877,34085000.0
1977-10-01,2.5052545789716523,34099000.0
1977-11-01,2.5052545783418294,34113000.0
1977-12-01,2.5052545778304496,34127000.0
1978-01-01,2.505254577415172,34141000.0
1978-02-01,2.5052545770778822,34155000.0
1978-03-01,2.5052545768038956,34170000.0
1978-04-01,2.5052545765813,34184000.0
1978-05-01,2.5052545764004326,34198000.0
1978-06-01,2.505254576253453,34213000.0
1978-07-01,2.5052545761339977,34230000.0
1978-08-01,2.505254576036901,34248000.0
1978-09-01,2.505254575957971,34266000.0
1978-10-01,2.5052545758938014,34283000.0
1978-11-01,2.5052545758416276,34301000.0
1978-12-01,2.5052545757992033,34319000.0
1979-01-01,2.5052545757647033,34336000.0
1979-02-01,2.505254575736646,34354000.0
1979-03-01,2.5052545757138254,34372000.0
1979-04-01,2.5052545756952638,34389000.0
1979-05-01,2.5052545756801647,34407000.0
1979-06-01,2.505254575667882,34435000.0
1979-07-01,2.5052545756578892,34456000.0
1979-08-01,2.5052545756497593,34476000.0
1979-09-01,2.5052545756431446,34497000.0
1979-10-01,2.505254575637762,34518000.0
1979-11-01,2.505254575633382,34538000.0
1979-12-01,2.5052545756298183,34559000.0
1980-01-01,2.5052545756269184,34579000.0
1980-02-01,2.505254575624558,34600000.0
1980-03-01,2.505254575622637,34620000.0
1980-04-01,2.505254575621073,34641000.0
1980-05-01,2.505254575619801,34662000.0
1980-06-01,2.505254575618765,34683000.0
1980-07-01,2.5052545756179216,34704000.0
1980-08-01,2.5052545756172355,34725000.0
1980-09-01,2.5052545756166773,34746000.0
1980-10-01,2.505254575616222,34767000.0
1980-11-01,2.5052545756158517,34788000.0
1980-12-01,2.5052545756155506,34809000.0
1981-01-01,2.505254575615305,34830000.0
1981-02-01,2.5052545756151052,34851000.0
1981-03-01,2.5052545756149427,34873000.0
1981-04-01,2.5052545756148104,34894000.0
1981-05-01,2.5052545756147024,34915000.0
1981-06-01,2.505254575614615,34936000.0
1981-07-01,2.505254575614543,34953000.0
1981-08-01,2.505254575614485,34969000.0
1981-09-01,2.5052545756144378,34986000.0
