Start Date,Prediction,Actual
1971-01-01,0.0,33559000.0
1971-02-01,1117918.5824791186,33565000.0
1971-03-01,2254560.831866354,33570000.0
1971-04-01,1758527.1348107706,33576000.0
1971-05-01,1758819.970130037,33581000.0
1971-06-01,1759047.2053911248,33586000.0
1971-07-01,1759308.9236120912,33589000.0
1971-08-01,1759505.432906547,33591000.0
1971-09-01,1759598.1643558827,33594000.0
1971-10-01,1759719.769359532,33596000.0
1971-11-01,1759860.071090771,33598000.0
1971-12-01,1759948.9784560958,33601000.0
1972-01-01,35319086.44559415,33603000.0
1972-02-01,34227717.72778267,33606000.0
1972-03-01,33039879.090186883,33608000.0
1972-04-01,33578005.70475418,33611000.0
1972-05-01,33582848.265165836,33613000.0
1972-06-01,33587690.8255775,33616000.0
1972-07-01,33590566.14946422,33620000.0
1972-08-01,33592575.373228714,33624000.0
1972-09-01,33595708.2957612,33628000.0
1972-10-01,33597796.38507658,33632000.0
1972-11-01,33599865.73534954,33636000.0
1972-12-01,33602986.58813998,33640000.0
1973-01-01,33605058.78439049,33644000.0
1973-02-01,33608128.13466344,33648000.0
1973-03-01,33610216.223978825,33652000.0
1973-04-01,33613285.574251786,33656000.0
1973-05-01,33615373.66356717,33659000.0
1973-06-01,33618410.25036507,33663000.0
1973-07-01,33622462.73022785,33666000.0
1973-08-01,33626449.68314051,33668000.0
1973-09-01,33630332.653672904,33670000.0
1973-10-01,33634211.800882466,33673000.0
1973-11-01,33638139.60463196,33675000.0
1973-12-01,33642070.25435901,33677000.0
1974-01-01,33645949.40156856,33680000.0
1974-02-01,33649877.205318056,33682000.0
1974-03-01,33653807.8550451,33684000.0
1974-04-01,33657687.00225466,33686000.0
1974-05-01,33660582.0425291,33689000.0
1974-06-01,33664542.60975365,33691000.0
1974-07-01,33667508.8689333,33696000.0
1974-08-01,33669503.17697821,33702000.0
1974-09-01,33671737.23591342,33707000.0
1974-10-01,33674946.17801925,33712000.0
1974-11-01,33677054.96106765,33717000.0
1974-12-01,33679176.79120339,33723000.0
1975-01-01,33682382.88733167,33728000.0
1975-02-01,33684543.172897555,33733000.0
1975-03-01,33686649.10996841,33739000.0
1975-04-01,33688855.206096694,33744000.0
1975-05-01,33692048.25513764,33749000.0
1975-06-01,33694157.03818604,33753000.0
1975-07-01,33699246.104846716,33764000.0
1975-08-01,33705482.11847252,33774000.0
1975-09-01,33710795.04295861,33785000.0
1975-10-01,33716038.70323009,33796000.0
1975-11-01,33721385.36853653,33806000.0
1975-12-01,33727667.48423816,33817000.0
1976-01-01,33732913.99048718,33828000.0
1976-02-01,33738209.153276145,33838000.0
1976-03-01,33744507.16204265,33849000.0
1976-04-01,33749753.66829167,33860000.0
1976-05-01,33755048.83108063,33871000.0
1976-06-01,33759379.6033222,33880000.0
1976-07-01,33770661.719023824,33894000.0
1976-08-01,33780842.69832272,33907000.0
1976-09-01,33791968.3517813,33921000.0
1976-10-01,33803125.79136965,33935000.0
1976-11-01,33813283.230957985,33949000.0
1976-12-01,33824473.43402138,33963000.0
1977-01-01,33835666.483062334,33976000.0
1977-02-01,33845775.26611073,33990000.0
1977-03-01,33856929.85972153,34004000.0
1977-04-01,33868138.801827356,34018000.0
1977-05-01,33879280.348350815,34032000.0
1977-06-01,33888437.78793916,34042000.0
1977-07-01,33902529.70057738,34057000.0
1977-08-01,33915550.3943104,34071000.0
1977-09-01,33929602.87417318,34085000.0
1977-10-01,33943622.5905609,34099000.0
1977-11-01,33957606.69749602,34113000.0
1977-12-01,33971606.69749602,34127000.0
1978-01-01,33984606.69749602,34141000.0
1978-02-01,33998639.46097108,34155000.0
1978-03-01,34012675.07042368,34170000.0
1978-04-01,34026691.94083386,34184000.0
1978-05-01,34040727.55028646,34198000.0
1978-06-01,34050711.65722158,34213000.0
1978-07-01,34065875.47459687,34230000.0
1978-08-01,34080119.04881001,34248000.0
1978-09-01,34094241.85629104,34266000.0
1978-10-01,34108483.56187193,34283000.0
1978-11-01,34122660.717847995,34301000.0
1978-12-01,34136835.027846515,34319000.0
1979-01-01,34151060.84036252,34336000.0
1979-02-01,34165237.99633858,34354000.0
1979-03-01,34180412.306337096,34372000.0
1979-04-01,34194605.35537805,34389000.0
1979-05-01,34208746.901901506,34407000.0
1979-06-01,34223937.104964904,34435000.0
1979-07-01,34241457.788756445,34456000.0
1979-08-01,34259988.193281,34476000.0
1979-09-01,34277989.54819806,34497000.0
1979-10-01,34295095.48526892,34518000.0
1979-11-01,34313301.5813972,34538000.0
1979-12-01,34331461.86696309,34559000.0
1980-01-01,34348567.80403394,34579000.0
1980-02-01,34366741.13668717,34600000.0
1980-03-01,34384898.576275505,34620000.0
1980-04-01,34402023.25238879,34641000.0
1980-05-01,34420177.84599959,34662000.0
1980-06-01,34448386.78810541,34683000.0
1980-07-01,34469200.69987828,34704000.0
1980-08-01,34488903.75451541,34725000.0
1980-09-01,34510047.769444644,34746000.0
1980-10-01,34531083.37889725,34767000.0
1980-11-01,34551067.48583237,34788000.0
1980-12-01,34572100.249307424,34809000.0
1981-01-01,34592135.85876003,34830000.0
1981-02-01,34613152.72917021,34851000.0
1981-03-01,34633188.33862281,34873000.0
1981-04-01,34654237.97250804,34894000.0
1981-05-01,34675309.19141325,34915000.0
1981-06-01,34696277.40528349,34936000.0
1981-07-01,34717277.40528349,34953000.0
1981-08-01,34738146.351383254,34969000.0
1981-09-01,34758840.09619754,34986000.0
1981-10-01,34779594.567293815,35002000.0
1981-11-01,34800367.777432516,35019000.0
1981-12-01,34821122.24852879,35036000.0
1982-01-01,34841928.22214255,35052000.0
1982-02-01,34862685.53921637,35069000.0
1982-03-01,34884440.01031264,35085000.0
1982-04-01,34905180.45697629,35102000.0
1982-05-01,34925899.31861995,35118000.0
1982-06-01,34946688.42182354,35136000.0
1982-07-01,34963475.65639487,35162000.0
1982-08-01,34979743.16463701,35188000.0
1982-09-01,34997438.96365568,35214000.0
1982-10-01,35013946.89187331,35240000.0
1982-11-01,35031436.08104851,35266000.0
1982-12-01,35048944.00926614,35292000.0
1983-01-01,35065400.43496628,35318000.0
1983-02-01,35082905.51720636,35344000.0
1983-03-01,35099413.44542399,35371000.0
1983-04-01,35116935.398074254,35397000.0
1983-05-01,35133478.93574449,35423000.0
1983-06-01,35151952.23185481,35448000.0
1983-07-01,35178394.63312232,35474000.0
1983-08-01,35204484.96864172,35500000.0
1983-09-01,35230373.717187546,35526000.0
1983-10-01,35256373.717187546,35552000.0
1983-11-01,35282373.717187546,35578000.0
1983-12-01,35308373.717187546,35604000.0
1984-01-01,35334373.717187546,35630000.0
1984-02-01,35360373.717187546,35656000.0
1984-03-01,35387373.717187546,35682000.0
1984-04-01,35413340.953712486,35708000.0
1984-05-01,35439305.34425988,35734000.0
1984-06-01,35464321.23732477,35750000.0
1984-07-01,35490026.36604923,35759000.0
1984-08-01,35515148.90189979,35768000.0
1984-09-01,35540129.59971346,35777000.0
1984-10-01,35565237.442046195,35786000.0
